config,bet_id,bet_date,logged_at,account_id,pitcher_name,strike,side,bet_size,pnl,result,gateway_ok,reject_reason,reject_context_short
defaults,40,2026-04-20,2026-04-20T20:53:50.063Z,adam,Emerson Hancock,5,YES,100,-61.5,loss,true,,""
defaults,42,2026-04-20,2026-04-20T20:53:50.063Z,adam,Bryce Elder,6,YES,100,74.5,win,true,,""
defaults,46,2026-04-20,2026-04-20T20:53:50.063Z,adam,Bryce Elder,5,YES,100,58,win,true,,""
defaults,51,2026-04-20,2026-04-20T20:53:50.063Z,adam,Seth Lugo,9,YES,100,-11,loss,true,,""
defaults,52,2026-04-20,2026-04-20T20:53:50.063Z,adam,Seth Lugo,8,YES,100,-18.5,loss,true,,""
defaults,53,2026-04-20,2026-04-20T20:53:50.063Z,adam,Reid Detmers,8,NO,100,19.5,win,true,,""
defaults,55,2026-04-20,2026-04-20T20:53:50.063Z,adam,Kyle Bradish,10,YES,100,-4.5,loss,true,,""
defaults,56,2026-04-20,2026-04-20T20:53:50.063Z,adam,Spencer Arrighetti,4,YES,100,-70.5,loss,true,,""
defaults,58,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,5,NO,100,44.5,win,true,,""
defaults,59,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,4,NO,100,61.5,win,true,,""
defaults,60,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,6,NO,100,27,win,true,,""
defaults,61,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,3,NO,100,76.5,win,true,,""
defaults,62,2026-04-20,2026-04-20T20:53:50.063Z,adam,Jose Quintana,4,NO,100,36.5,win,true,,""
defaults,63,2026-04-20,2026-04-20T20:53:50.063Z,adam,Seth Lugo,7,YES,100,68,win,true,,""
defaults,64,2026-04-20,2026-04-20T20:53:50.063Z,adam,Jose Quintana,3,NO,100,57,win,true,,""
defaults,65,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,7,NO,100,14.5,win,true,,""
defaults,66,2026-04-20,2026-04-20T20:53:50.063Z,adam,Reid Detmers,9,NO,100,8,win,true,,""
defaults,67,2026-04-20,2026-04-20T20:53:50.063Z,adam,Seth Lugo,6,YES,100,49.5,win,true,,""
defaults,68,2026-04-20,2026-04-20T20:53:50.063Z,adam,Seth Lugo,10,YES,100,-5.5,loss,true,,""
defaults,69,2026-04-20,2026-04-20T20:53:50.063Z,adam,Jose Quintana,2,NO,100,79,win,true,,""
defaults,70,2026-04-20,2026-04-20T20:53:50.063Z,adam,Slade Cecconi,5,NO,100,40.5,win,true,,""
defaults,71,2026-04-20,2026-04-20T20:53:50.063Z,adam,Kyle Bradish,3,YES,100,11.5,win,true,,""
defaults,72,2026-04-20,2026-04-20T20:53:50.063Z,adam,Justin Wrobleski,2,NO,100,-9.5,loss,true,,""
defaults,73,2026-04-20,2026-04-20T20:53:50.063Z,adam,Jake Irvin,3,YES,100,25,win,true,,""
defaults,123,2026-04-21,2026-04-21T11:20:44.022Z,adam,Nolan McLean,6,YES,100,36.27,win,true,,""
defaults,124,2026-04-21,2026-04-21T11:20:44.022Z,adam,Steven Matz,3,NO,100,-9,loss,true,,""
defaults,83,2026-04-21,2026-04-21T13:33:23.839Z,adam,Reynaldo López,5,NO,100,44.64,win,true,,""
defaults,86,2026-04-21,2026-04-21T13:33:23.839Z,adam,Jesús Luzardo,10,YES,100,-8,loss,true,,""
defaults,89,2026-04-21,2026-04-21T13:33:23.839Z,adam,Reynaldo López,4,NO,100,59.52,win,true,,""
defaults,90,2026-04-21,2026-04-21T13:33:23.839Z,adam,Chase Burns,7,YES,100,65.1,win,true,,""
defaults,93,2026-04-21,2026-04-21T13:33:23.839Z,adam,Reynaldo López,3,NO,100,74.4,win,true,,""
defaults,94,2026-04-21,2026-04-21T13:33:23.839Z,adam,Reynaldo López,6,NO,100,28.83,win,true,,""
defaults,97,2026-04-21,2026-04-21T13:33:23.839Z,adam,Chase Burns,8,YES,100,77.19,win,true,,""
defaults,105,2026-04-21,2026-04-21T13:33:23.839Z,adam,Nolan McLean,9,YES,100,78.12,win,true,,""
defaults,107,2026-04-21,2026-04-21T13:33:23.839Z,adam,Chase Burns,6,YES,100,50.22,win,true,,""
defaults,108,2026-04-21,2026-04-21T13:33:23.839Z,adam,Chase Burns,5,YES,100,35.34,win,true,,""
defaults,112,2026-04-21,2026-04-21T13:33:23.839Z,adam,Chase Burns,9,YES,100,-8,loss,true,,""
defaults,113,2026-04-21,2026-04-21T13:33:23.839Z,adam,Nolan McLean,10,YES,100,82.77,win,true,,""
defaults,125,2026-04-21,2026-04-21T13:33:23.839Z,adam,Kyle Harrison,5,YES,100,-51,loss,true,,""
defaults,128,2026-04-21,2026-04-21T13:33:23.839Z,adam,Simeon Woods Richardson,2,NO,100,-9,loss,true,,""
defaults,129,2026-04-21,2026-04-21T13:33:23.839Z,adam,Ryan Weiss,2,YES,100,13.95,win,true,,""
defaults,131,2026-04-21,2026-04-21T13:33:23.839Z,adam,Kyle Harrison,7,YES,100,-18,loss,true,,""
defaults,134,2026-04-21,2026-04-21T13:33:23.839Z,adam,Nolan McLean,8,YES,100,63.24,win,true,,""
defaults,136,2026-04-21,2026-04-21T13:33:23.839Z,adam,Dustin May,5,NO,100,-57,loss,true,,""
defaults,137,2026-04-21,2026-04-21T13:33:23.839Z,adam,Steven Matz,6,NO,100,39.99,win,true,,""
defaults,138,2026-04-21,2026-04-21T13:33:23.839Z,adam,Shane Baz,6,YES,100,-31,loss,true,,""
defaults,74,2026-04-21,2026-04-21T20:43:17.054Z,adam,Simeon Woods Richardson,4,NO,68,37.31,win,true,,""
defaults,75,2026-04-21,2026-04-21T20:43:17.054Z,adam,Ryan Weiss,5,YES,73,-20.44,loss,true,,""
defaults,76,2026-04-21,2026-04-21T20:43:17.054Z,adam,Ryan Weiss,4,YES,37,17.89,win,true,,""
defaults,77,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,8,YES,57,-15.39,loss,true,,""
defaults,78,2026-04-21,2026-04-21T20:43:17.054Z,adam,Ryan Weiss,6,YES,131,-18.34,loss,true,,""
defaults,79,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,9,YES,103,-15.45,loss,true,,""
defaults,80,2026-04-21,2026-04-21T20:43:17.054Z,adam,Simeon Woods Richardson,3,NO,115,83.42,win,true,,""
defaults,81,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,7,YES,27,-11.88,loss,true,,""
defaults,82,2026-04-21,2026-04-21T20:43:17.054Z,adam,Simeon Woods Richardson,5,NO,43,16.4,win,true,,""
defaults,84,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,5,YES,43,-16.77,loss,true,,""
defaults,85,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Gil,5,NO,19,7.24,win,true,,""
defaults,87,2026-04-21,2026-04-21T20:43:17.054Z,adam,Ryan Weiss,7,YES,218,-13.08,loss,true,,""
defaults,88,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kris Bubic,7,NO,24,10.49,win,true,,""
defaults,91,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,6,YES,16,-9.76,loss,true,,""
defaults,92,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,6,YES,80,-17.6,loss,true,,""
defaults,95,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,11,YES,173,-8.65,loss,true,,""
defaults,96,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Gil,6,NO,16,4.17,win,true,,""
defaults,98,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,8,YES,98,-14.7,loss,true,,""
defaults,99,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Gil,4,NO,38,21.91,win,true,,""
defaults,100,2026-04-21,2026-04-21T20:43:17.054Z,adam,Ryan Weiss,3,YES,15,4.05,win,true,,""
defaults,101,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,7,YES,73,-18.25,loss,true,,""
defaults,102,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,9,YES,65,-12.35,loss,true,,""
defaults,103,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kris Bubic,5,NO,31,21.33,win,true,,""
defaults,104,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,6,YES,40,-16.8,loss,true,,""
defaults,106,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,4,YES,18,-10.98,loss,true,,""
defaults,109,2026-04-21,2026-04-21T20:43:17.054Z,adam,Simeon Woods Richardson,6,NO,24,5.58,win,true,,""
defaults,110,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,7,YES,108,-12.96,loss,true,,""
defaults,111,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,8,YES,46,-13.8,loss,true,,""
defaults,114,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,8,YES,145,-8.7,loss,true,,""
defaults,115,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kris Bubic,4,NO,68,55.65,win,true,,""
defaults,116,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,11,YES,142,-8.52,loss,true,,""
defaults,117,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,9,YES,177,-12.39,loss,true,,""
defaults,118,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kyle Harrison,6,YES,20,-6.2,loss,true,,""
defaults,119,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kris Bubic,8,NO,9,2.43,win,true,,""
defaults,120,2026-04-21,2026-04-21T20:43:17.054Z,adam,Merrill Kelly,5,NO,50,-22.5,loss,true,,""
defaults,121,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kris Bubic,6,NO,21,11.52,win,true,,""
defaults,122,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,10,YES,121,-12.1,loss,true,,""
defaults,126,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,7,YES,31,-13.64,loss,true,,""
defaults,127,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,5,YES,20,-12.2,loss,true,,""
defaults,130,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Gil,3,NO,52,38.2,win,true,,""
defaults,132,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jesús Luzardo,5,YES,10,-7.5,loss,true,,""
defaults,133,2026-04-21,2026-04-21T20:43:17.054Z,adam,Kyle Harrison,8,YES,71,-5.68,loss,true,,""
defaults,135,2026-04-21,2026-04-21T20:43:17.054Z,adam,Foster Griffin,5,YES,35,-14.35,loss,true,,""
defaults,139,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jacob Lopez,5,NO,87,48.55,win,true,,""
defaults,140,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jacob Lopez,6,NO,62,26.52,win,true,,""
defaults,141,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jacob Lopez,4,NO,125,87.19,win,true,,""
defaults,145,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Castillo,5,NO,78,-24.96,loss,true,,""
defaults,146,2026-04-21,2026-04-21T20:43:17.054Z,adam,Jacob Lopez,7,NO,34,9.17,win,true,,""
defaults,148,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Castillo,6,NO,45,-22.5,loss,true,,""
defaults,149,2026-04-21,2026-04-21T20:43:17.054Z,adam,Landen Roupp,7,YES,93,67.46,win,true,,""
defaults,151,2026-04-21,2026-04-21T20:43:17.054Z,adam,Landen Roupp,6,YES,49,27.8,win,true,,""
defaults,152,2026-04-21,2026-04-21T20:43:17.054Z,adam,Connelly Early,5,NO,53,31.55,win,true,,""
defaults,153,2026-04-21,2026-04-21T20:43:17.054Z,adam,Connelly Early,6,NO,36,16.07,win,true,,""
defaults,154,2026-04-21,2026-04-21T20:43:17.054Z,adam,Merrill Kelly,4,NO,63,-18.9,loss,true,,""
defaults,160,2026-04-21,2026-04-21T20:43:17.054Z,adam,Merrill Kelly,6,NO,27,9.04,win,true,,""
defaults,161,2026-04-21,2026-04-21T20:43:17.054Z,adam,Landen Roupp,8,YES,142,-17.04,loss,true,,""
defaults,163,2026-04-21,2026-04-21T20:43:17.054Z,adam,Connelly Early,4,NO,85,-17,loss,true,,""
defaults,167,2026-04-21,2026-04-21T20:43:17.054Z,adam,Connelly Early,7,NO,23,6.84,win,true,,""
defaults,171,2026-04-21,2026-04-21T20:43:17.054Z,adam,Landen Roupp,5,YES,25,9.77,win,true,,""
defaults,172,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Castillo,3,NO,202,-14.14,loss,true,,""
defaults,176,2026-04-21,2026-04-21T20:43:17.054Z,adam,Luis Castillo,8,NO,17,3.32,win,true,,""
defaults,185,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,4,YES,16,3.87,win,true,,""
defaults,187,2026-04-21,2026-04-21T20:43:17.054Z,adam,Shota Imanaga,6,YES,18,-10.98,loss,true,,""
defaults,188,2026-04-21,2026-04-21T20:43:17.054Z,adam,Chris Paddack,6,YES,41,27.83,win,true,,""
defaults,189,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,7,YES,102,-12.24,loss,true,,""
defaults,193,2026-04-21,2026-04-21T20:43:17.054Z,adam,Merrill Kelly,7,NO,13,2.42,win,true,,""
defaults,194,2026-04-21,2026-04-21T20:43:17.054Z,adam,Chris Paddack,4,YES,17,6.17,win,true,,""
defaults,195,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,6,YES,35,23.44,win,true,,""
defaults,196,2026-04-21,2026-04-21T20:43:17.054Z,adam,Reynaldo López,5,YES,23,-9.89,loss,true,,""
defaults,198,2026-04-21,2026-04-21T20:43:17.054Z,adam,Keider Montero,3,YES,12,2.57,win,true,,""
defaults,199,2026-04-21,2026-04-21T20:43:17.054Z,adam,Chris Paddack,5,YES,20,10.23,win,true,,""
defaults,201,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,10,YES,304,-9.12,loss,true,,""
defaults,202,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,5,YES,20,10.23,win,true,,""
defaults,205,2026-04-21,2026-04-21T20:43:17.054Z,adam,Foster Griffin,4,YES,14,-8.82,loss,true,,""
defaults,207,2026-04-21,2026-04-21T20:43:17.054Z,adam,Foster Griffin,6,YES,28,-8.4,loss,true,,""
defaults,210,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,4,YES,13,4.47,win,true,,""
defaults,211,2026-04-21,2026-04-21T20:43:17.054Z,adam,Reynaldo López,4,YES,12,-7.44,loss,true,,""
defaults,212,2026-04-21,2026-04-21T20:43:17.054Z,adam,Chris Paddack,3,YES,10,2.05,win,true,,""
defaults,213,2026-04-21,2026-04-21T20:43:17.054Z,adam,Reynaldo López,7,YES,50,-7.5,loss,true,,""
defaults,216,2026-04-21,2026-04-21T20:43:17.054Z,adam,Reynaldo López,8,YES,120,-7.2,loss,true,,""
defaults,217,2026-04-21,2026-04-21T20:43:17.054Z,adam,Chris Paddack,8,YES,101,-7.07,loss,true,,""
defaults,218,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,8,YES,100,-7,loss,true,,""
defaults,219,2026-04-21,2026-04-21T20:43:17.054Z,adam,Parker Messick,3,YES,8,0.97,win,true,,""
defaults,220,2026-04-21,2026-04-21T20:43:17.054Z,adam,Landen Roupp,4,YES,10,2.14,win,true,,""
defaults,221,2026-04-21,2026-04-21T20:43:17.054Z,adam,Carmen Mlodzinski,2,YES,7,0.72,win,true,,""
defaults,3504,2026-04-22,2026-04-22T13:38:37.608Z,adam,Braxton Ashcraft,5,YES,62,21.33,win,true,,""
defaults,3593,2026-04-22,2026-04-22T14:49:18.426Z,,Chad Patrick,5,NO,5,-0.09,void,false,,"{""reason"":""unknown_user_id""}"
defaults,3594,2026-04-22,2026-04-22T14:49:18.426Z,,Max Fried,5,NO,5,-1.99,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3596,2026-04-22,2026-04-22T14:49:18.426Z,,Max Fried,6,NO,5,-2.89,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3597,2026-04-22,2026-04-22T14:49:18.426Z,,Eric Lauer,6,NO,5,1.52,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3599,2026-04-22,2026-04-22T14:49:18.426Z,,Eric Lauer,4,NO,5,3.06,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3600,2026-04-22,2026-04-22T14:49:18.426Z,,Nick Martinez,4,NO,5,-1.94,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3601,2026-04-22,2026-04-22T14:49:18.426Z,,Max Fried,4,NO,5,-1.2,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3602,2026-04-22,2026-04-22T14:49:18.426Z,,Clay Holmes,5,NO,5,2.31,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3603,2026-04-22,2026-04-22T14:49:18.426Z,,Walker Buehler,4,NO,5,2.81,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3604,2026-04-22,2026-04-22T14:49:18.426Z,,Ranger Suarez,7,NO,5,0.99,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3605,2026-04-22,2026-04-22T14:49:18.426Z,,Max Fried,3,NO,5,-0.48,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3606,2026-04-22,2026-04-22T14:49:18.426Z,,Max Fried,7,NO,5,-3.68,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3607,2026-04-22,2026-04-22T14:49:18.426Z,,Aaron Civale,5,NO,5,-2.49,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3582,2026-04-22,2026-04-22T16:21:25.513Z,,Eric Lauer,5,NO,5,0.56,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3485,2026-04-22,2026-04-22T16:54:42.097Z,adam,Chris Bassitt,4,NO,124,58.81,win,true,,""
defaults,3486,2026-04-22,2026-04-22T16:54:42.097Z,adam,José Soriano,8,YES,238,-49.98,loss,true,,""
defaults,3490,2026-04-22,2026-04-22T16:54:42.097Z,adam,José Soriano,9,YES,355,-42.6,loss,true,,""
defaults,3492,2026-04-22,2026-04-22T16:54:42.097Z,adam,Chris Bassitt,5,NO,78,24.66,win,true,,""
defaults,3493,2026-04-22,2026-04-22T16:54:42.097Z,adam,Chris Bassitt,3,NO,142,-48.28,loss,true,,""
defaults,3497,2026-04-22,2026-04-22T16:54:42.097Z,adam,Eric Lauer,5,NO,92,45.35,win,true,,""
defaults,3499,2026-04-22,2026-04-22T16:54:42.097Z,adam,Peter Lambert,5,YES,134,82.25,win,true,,""
defaults,3500,2026-04-22,2026-04-22T16:54:42.097Z,adam,Peter Lambert,4,YES,95,44.18,win,true,,""
defaults,3501,2026-04-22,2026-04-22T16:54:42.097Z,adam,Peter Lambert,6,YES,279,215.36,win,true,,""
defaults,3505,2026-04-22,2026-04-22T16:54:42.097Z,adam,Eric Lauer,4,NO,65,38.08,win,true,,""
defaults,3506,2026-04-22,2026-04-22T16:54:42.097Z,adam,Eric Lauer,6,NO,40,11.9,win,true,,""
defaults,3507,2026-04-22,2026-04-22T16:54:42.097Z,adam,Walker Buehler,5,NO,32,11.61,win,true,,""
defaults,3566,2026-04-22,2026-04-22T16:54:42.097Z,adam,Nick Martinez,4,NO,64,-23.68,loss,true,,""
defaults,3571,2026-04-22,2026-04-22T16:54:42.097Z,adam,Max Fried,3,NO,235,-21.15,loss,true,,""
defaults,3630,2026-04-22,2026-04-22T16:54:42.097Z,adam,Eric Lauer,3,NO,172,-27.52,loss,true,,""
defaults,3638,2026-04-22,2026-04-22T16:54:42.097Z,adam,Nick Martinez,5,NO,40,-22.4,loss,true,,""
defaults,3574,2026-04-22,2026-04-22T16:56:56.159Z,,Chris Bassitt,4,NO,5,2.46,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3576,2026-04-22,2026-04-22T16:56:56.159Z,,José Soriano,8,YES,5,-1.11,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3579,2026-04-22,2026-04-22T16:56:56.159Z,,Peter Lambert,5,YES,5,3.22,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3580,2026-04-22,2026-04-22T16:56:56.159Z,,José Soriano,9,YES,6,-0.94,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3583,2026-04-22,2026-04-22T16:56:56.159Z,,Peter Lambert,4,YES,5,2.32,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3584,2026-04-22,2026-04-22T16:56:56.159Z,,Chris Bassitt,3,NO,5,-1.85,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3587,2026-04-22,2026-04-22T16:56:56.159Z,,Peter Lambert,6,YES,5,3.89,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3590,2026-04-22,2026-04-22T16:56:56.159Z,,Chris Bassitt,5,NO,5,1.23,win,false,,"{""reason"":""unknown_user_id""}"
defaults,3592,2026-04-22,2026-04-22T16:56:56.159Z,,Braxton Ashcraft,8,YES,5,-1.01,loss,false,,"{""reason"":""unknown_user_id""}"
defaults,3503,2026-04-22,2026-04-22T19:30:39.574Z,adam,Chad Patrick,5,NO,99,,,true,,""
defaults,3508,2026-04-22,2026-04-22T19:30:39.574Z,adam,Walker Buehler,4,NO,92,49.62,win,true,,""
defaults,3511,2026-04-22,2026-04-22T19:30:39.574Z,adam,Aaron Civale,5,NO,81,-38.07,loss,true,,""
defaults,3761,2026-04-22,2026-04-22T19:30:39.574Z,adam,Chad Patrick,4,NO,92,,,true,,""
